taskSize,taskType,priority,resourceLoad,actualTime
1,1,2,33.73,0.475
1,1,2,22.95,1.011
1,1,1,18.72,0.602
2,1,2,18.55,3.727
2,1,4,28.24,2.615
1,1,1,30.43,1.056
3,1,4,27.3,7.384
1,3,2,12.85,1.03
1,2,2,7.5,1.447
3,1,1,54.76,18.711
3,2,1,57.13,63.92
2,1,3,2.54,2.053
1,1,4,11.22,0.398
3,2,2,14.09,19.999
2,1,1,47.95,5.697
2,2,3,26.39,4.572
1,1,4,43.54,0.58
1,1,2,23.73,0.476
2,1,1,34.82,5.105
2,1,2,9.98,2.741
1,2,4,47.38,1.157
1,1,1,38.61,0.703
2,1,1,19.91,2.219
1,1,3,17.8,0.413
1,2,2,40.87,1.269
1,2,1,34.27,1.339
1,3,2,40.93,1.551
2,2,4,61.6,12.48
1,3,4,39.89,0.88
1,1,1,15.37,1.069
3,2,4,12.49,16.657
2,1,2,5.44,3.33
1,1,1,26.81,0.793
1,2,1,28.7,1.487
2,3,5,28.04,1.988
1,2,1,9.03,1.199
1,1,1,23.84,0.631
1,2,2,21.26,0.834
1,1,3,27.7,0.643
2,2,1,26.63,4.103
1,1,3,35.97,0.884
1,1,3,37.18,0.638
1,1,3,30.39,0.421
1,3,3,10.4,0.61
1,1,1,20.69,0.683
2,1,4,26.67,3.141
1,1,2,18.74,0.84
1,1,2,58.88,0.969
1,1,1,16.99,0.66
2,2,2,33.45,10.559
1,1,1,25.74,0.469
3,1,2,15.53,10.019
2,1,1,41.55,6.719
1,1,2,25.35,0.596
2,2,1,42.47,9.734
1,1,2,14.03,0.821
3,2,2,18.22,16.199
3,1,1,27.43,24.722
1,1,4,23.01,0.555
2,1,2,28.19,2.172
1,2,3,25.32,0.86
1,1,2,29.58,0.664
2,2,3,14.03,5.362
3,3,4,42.09,12.999
1,1,2,17.56,0.722
2,1,5,5.03,1.787
2,1,1,42.58,3.401
1,1,3,5.78,0.447
2,1,2,44.47,4.671
2,2,1,17.03,5.218
2,2,2,28.83,5.351
3,2,1,4.26,26.053
1,1,4,30.01,0.311
1,1,3,13.17,0.45
1,2,2,24.55,1.06
1,1,1,20.41,0.688
1,2,5,17.85,0.778
2,2,4,54.53,4.652
1,1,3,17.65,0.652
2,1,1,13.29,3.027
1,2,2,38.61,1.291
1,2,1,5.68,0.829
2,1,3,39.64,2.362
2,1,1,15.11,4.153
1,1,1,56.26,0.803
3,2,1,21.34,22.986
1,1,2,38.64,0.748
1,3,2,4.62,0.863
1,3,3,32.36,0.735
2,3,4,31.4,1.868
1,1,1,30.0,0.509
2,1,1,33.34,5.659
1,3,1,12.03,0.992
1,2,3,42.89,0.745
2,1,4,24.85,2.155
1,3,1,27.54,1.533
1,2,1,42.03,1.569
1,2,4,32.05,0.733
1,3,2,26.42,0.564
1,3,2,12.01,0.686
1,2,1,21.26,1.519
1,1,1,19.84,1.148
1,2,1,15.64,1.643
1,2,2,16.89,1.196
1,2,3,6.08,0.882
1,1,1,64.64,0.874
2,2,2,17.41,5.056
2,2,1,9.03,3.969
1,3,1,1.11,1.006
1,3,1,5.86,0.881
1,1,1,47.75,0.923
1,2,5,47.43,0.587
1,2,1,40.06,1.683
2,2,1,34.53,6.58
2,1,3,25.73,3.092
1,2,1,14.24,1.186
3,2,1,3.5,34.708
1,1,1,24.24,0.391
2,3,1,20.41,4.741
2,3,1,12.49,5.247
1,3,2,20.25,0.83
1,3,2,46.56,1.07
1,1,1,38.49,1.243
3,3,3,35.96,13.646
1,3,1,31.01,0.695
2,2,2,27.61,5.795
1,1,1,8.56,0.777
1,1,1,11.31,0.704
2,1,2,51.7,6.826
1,2,1,69.5,4.804
1,2,1,17.0,1.084
3,2,2,36.42,37.122
1,2,3,24.16,1.171
3,1,2,21.32,17.183
3,1,1,25.2,14.97
1,2,1,29.73,1.177
1,1,2,55.34,0.935
1,3,1,29.29,1.272
2,3,1,16.01,2.957
3,1,2,11.28,15.836
2,2,4,18.76,3.183
3,3,3,13.86,18.394
1,3,1,29.48,0.869
1,2,3,22.64,1.146
1,3,1,38.17,1.482
2,2,3,12.53,2.453
1,1,2,24.11,0.507
1,2,2,80.62,2.845
1,2,1,35.07,1.227
1,3,3,43.63,0.532
1,1,2,24.19,0.641
1,1,2,35.22,0.471
2,2,2,9.97,6.937
2,3,1,26.24,4.097
1,2,2,22.68,0.982
2,1,1,84.6,15.29
1,3,1,21.96,0.654
2,2,2,13.41,3.957
1,3,2,7.46,0.736
1,3,1,14.11,0.955
1,1,1,10.01,0.553
1,3,2,19.72,0.493
1,1,5,40.59,0.445
2,3,2,7.58,3.641
2,1,3,23.5,2.425
1,2,2,64.66,2.081
1,1,1,52.2,1.397
2,1,1,10.86,3.253
1,3,1,18.07,0.955
1,1,4,45.77,0.673
1,1,1,24.85,0.749
1,3,1,8.66,0.776
1,1,2,20.72,0.639
1,2,3,14.08,1.179
1,3,2,9.28,0.643
2,1,1,14.73,2.373
2,1,4,19.02,2.606
2,2,1,10.85,5.039
1,2,1,33.61,1.631
3,1,3,29.91,9.012
2,2,4,33.61,3.745
1,1,5,21.17,0.397
1,1,2,28.58,0.586
2,1,4,35.28,2.914
1,3,1,24.25,1.116
2,1,4,9.6,2.041
2,1,3,23.25,2.545
3,3,1,8.83,18.921
3,1,1,8.24,14.527
2,3,3,19.14,4.179
3,3,2,16.16,20.441
3,1,5,3.95,7.492
1,1,4,44.01,0.902
2,1,3,30.33,4.425
1,1,1,18.82,0.675
1,1,3,60.38,0.623
1,1,3,10.77,0.446
1,1,2,43.38,0.732
1,3,1,35.24,1.108
1,1,3,36.53,0.978
1,1,1,4.26,0.891
2,1,1,22.53,3.742
2,1,1,30.78,1.738
3,2,1,28.57,22.562
1,2,2,53.57,1.07
1,1,1,49.43,1.468
2,2,2,40.99,4.886
1,1,4,10.21,0.283
3,3,2,14.05,27.841
2,1,2,24.47,2.764
1,2,1,63.7,2.419
1,1,2,54.03,1.045
1,1,2,45.31,1.003
1,2,4,34.76,0.579
1,1,4,8.66,0.318
2,2,2,12.63,7.336
2,2,1,51.49,6.44
1,1,3,21.98,0.511
1,3,5,9.06,0.676
1,1,5,43.33,0.79
1,3,5,39.95,0.691
2,1,1,10.82,2.868
2,1,3,52.03,4.427
2,1,1,23.31,2.666
1,2,1,13.67,1.399
1,2,2,35.32,1.531
2,2,1,21.55,4.523
2,1,1,70.97,22.52
2,1,1,64.29,8.264
1,2,1,57.4,1.626
2,3,1,4.03,5.832
1,1,2,7.74,0.584
1,3,1,30.56,0.95
2,2,2,30.67,5.038
1,2,2,53.07,2.27
2,2,1,13.07,8.455
1,1,3,17.92,0.5
1,1,1,9.53,0.679
1,2,4,31.14,0.721
2,3,5,28.08,2.355
2,2,4,58.41,8.613
1,1,2,49.01,1.191
1,1,3,11.03,0.489
1,1,1,13.27,0.634
1,2,4,12.87,0.773
2,1,1,52.47,4.259
1,1,2,21.53,0.752
1,2,2,34.02,1.355
1,1,3,17.04,0.584
1,1,3,24.28,0.414
2,2,1,23.76,8.184
2,1,1,22.35,2.923
1,1,3,28.22,0.508
3,1,5,33.76,7.852
1,1,1,18.73,0.587
2,3,3,50.16,4.755
2,2,2,7.88,4.913
1,1,1,24.9,0.612
2,1,1,10.38,4.521
1,1,3,49.56,0.993
2,3,1,33.55,6.0
1,2,4,18.38,1.066
1,2,1,33.6,1.251
2,1,2,40.81,4.093
1,3,1,18.17,0.883
1,3,3,48.59,0.527
1,1,1,3.27,0.759
1,1,1,38.14,0.743
2,1,2,16.07,3.044
2,2,2,30.73,4.997
3,1,2,26.71,15.094
1,1,1,24.14,1.357
1,2,1,25.3,0.667
1,2,1,16.17,1.506
1,1,1,32.41,1.359
2,1,1,12.95,2.127
1,1,1,23.96,0.593
1,1,2,33.96,0.813
2,3,1,43.45,5.113
1,2,2,18.99,0.93
1,3,3,36.99,0.995
2,2,3,20.28,2.578
1,2,2,25.26,1.386
2,1,1,5.53,3.867
2,1,2,41.99,5.418
1,3,1,17.97,0.998
1,2,2,19.19,1.347
1,3,4,13.69,0.565
2,2,2,6.22,3.551
1,1,4,28.41,0.422
2,1,1,23.59,3.32
1,1,1,40.61,0.793
1,2,1,55.98,1.558
1,3,1,20.49,0.789
1,3,1,43.97,1.436
1,2,4,29.71,0.938
1,1,2,17.31,0.482
3,1,4,18.22,12.416
1,1,4,47.53,0.659
2,3,3,37.36,2.622
1,2,4,13.01,0.802
2,2,1,27.43,7.584
1,3,4,31.46,0.506
2,1,2,9.04,2.982
1,3,2,12.63,0.6
1,2,2,42.16,1.129
1,1,4,11.86,0.464
1,2,4,5.33,1.038
1,1,1,14.71,0.748
1,2,1,17.51,1.0
3,1,1,2.94,17.507
1,1,3,65.08,0.961
1,2,1,26.32,1.708
2,1,2,17.38,3.17
2,1,1,42.55,3.105
1,3,4,43.36,0.758
1,1,3,4.86,0.497
1,2,2,67.6,1.099
1,2,1,18.7,1.324
1,1,3,27.63,1.06
2,3,1,26.4,4.048
2,1,2,18.33,1.486
1,1,4,31.55,0.435
1,1,2,63.07,2.595
1,2,4,33.99,0.679
1,1,2,42.61,1.128
1,1,2,10.88,0.492
2,2,4,55.72,7.188
1,2,3,32.78,1.046
3,1,4,11.94,8.335
1,1,3,10.38,0.406
1,1,1,3.05,0.82
1,1,1,10.47,0.887
2,2,3,4.15,4.838
1,1,4,3.36,0.354
1,1,3,11.75,0.496
1,1,1,24.76,0.671
2,2,2,16.81,5.975
3,2,2,18.24,25.292
1,1,2,41.03,0.647
1,2,2,12.98,0.934
1,2,5,63.84,1.179
1,1,2,31.69,1.015
3,1,1,9.47,23.463
1,1,2,11.12,0.65
2,3,1,63.9,9.164
3,1,2,29.27,12.613
2,1,4,20.24,2.09
1,2,2,12.05,1.059
2,2,4,24.45,5.365
1,3,3,8.24,0.623
1,1,2,21.91,0.515
3,1,2,23.56,14.471
1,2,2,18.32,1.38
1,2,1,15.14,1.413
1,3,1,45.06,1.319
1,2,3,21.44,0.963
2,1,1,1.18,2.864
2,1,1,30.06,3.532
2,3,2,14.17,3.412
1,2,5,25.57,0.562
1,1,1,47.18,0.768
1,1,3,3.96,0.483
1,2,2,8.35,1.154
2,1,1,11.55,3.349
2,2,1,23.49,6.136
2,2,1,30.85,7.495
2,1,2,42.18,2.748
1,3,2,51.05,0.601
2,3,2,4.04,2.786
2,1,1,14.14,3.782
3,1,1,16.8,24.54
1,3,1,21.07,0.829
2,1,4,48.68,3.796
1,3,1,42.46,0.724
2,1,2,19.32,2.113
3,2,3,52.36,34.275
3,2,1,49.49,68.929
1,1,1,31.14,0.767
1,2,2,25.89,0.757
2,1,4,12.47,1.934
2,1,4,31.75,1.728
3,1,1,25.75,18.704
1,1,1,29.65,0.574
2,1,1,42.58,6.11
2,1,1,18.02,2.671
1,1,5,23.79,0.298
1,1,1,17.13,1.005
2,1,1,17.62,2.383
1,3,1,17.3,1.172
2,1,4,16.16,1.765
1,2,2,17.75,0.838
1,1,1,63.37,1.749
1,1,1,28.47,0.741
3,1,1,28.66,13.226
2,1,1,75.85,6.508
2,2,4,29.24,2.812
2,2,2,31.22,3.969
1,1,2,21.28,0.657
3,1,2,23.83,12.105
1,3,2,3.01,0.998
1,1,3,8.79,0.421
1,2,1,13.34,0.909
1,2,2,64.5,1.908
2,1,2,26.7,2.738
1,1,1,6.66,0.589
2,1,1,22.25,2.715
3,2,4,11.24,19.164
1,3,4,19.01,0.54
1,1,1,25.14,0.952
2,3,1,25.07,7.957
1,1,2,43.06,0.637
2,1,3,5.17,2.415
1,2,2,18.67,1.96
1,3,4,21.96,0.38
1,1,4,21.15,0.661
1,2,1,55.33,2.481
1,1,1,19.85,0.441
1,3,1,35.62,0.878
1,3,4,53.02,1.675
2,2,2,9.05,5.719
1,2,4,25.82,0.713
1,2,3,16.94,0.723
1,3,3,25.27,0.45
1,2,1,61.14,2.408
1,1,1,76.59,2.574
2,3,4,15.25,3.25
1,2,2,35.36,1.235
2,2,5,12.96,3.471
1,2,1,36.97,1.348
1,1,2,9.91,0.657
1,1,2,22.75,0.408
2,1,1,15.28,2.448
3,3,2,23.82,16.096
1,2,4,25.35,0.568
3,3,2,2.96,24.881
1,1,2,40.7,0.668
1,3,3,46.16,0.905
2,1,3,40.42,4.263
1,1,3,10.65,0.431
1,3,2,28.38,0.553
1,2,2,30.89,0.944
2,3,2,25.3,3.529
1,2,5,71.23,1.57
2,1,4,45.48,2.216
1,1,2,23.18,0.594
3,3,1,20.56,21.686
1,1,4,10.88,0.404
2,2,1,44.88,13.432
1,1,1,24.99,0.78
1,1,2,18.21,0.622
1,3,2,37.68,1.317
2,3,1,31.75,5.614
1,1,1,40.47,0.413
1,1,3,26.84,0.785
3,1,2,24.02,11.341
1,1,1,2.89,0.656
1,3,1,25.06,0.707
1,1,3,48.62,0.817
1,1,1,13.14,0.528
1,2,1,48.93,1.754
2,2,5,14.74,3.942
1,1,2,41.4,0.529
1,3,2,20.03,0.618
2,1,2,4.98,2.1
1,1,2,16.98,0.864
1,3,2,33.74,0.835
3,1,2,50.33,19.439
1,3,3,40.63,0.638
1,2,1,15.46,1.022
2,3,2,11.53,2.38
2,1,1,48.2,5.718
2,1,3,47.01,2.666
2,3,3,22.33,3.45
1,3,3,39.36,0.924
1,3,2,12.21,1.274
2,1,2,48.08,2.745
2,2,3,41.7,6.142
2,1,1,41.07,3.758
1,1,5,53.56,0.286
2,2,1,25.43,12.439
1,2,2,12.98,0.824
1,2,3,3.76,0.909
1,1,3,42.7,0.667
1,3,2,34.01,0.973
2,3,2,49.22,19.247
1,1,2,14.83,0.624
2,3,2,25.06,3.826
1,3,2,37.02,1.035
1,1,3,18.84,0.528
1,2,1,30.31,1.771
1,3,2,6.79,0.941
2,2,1,47.03,8.532
1,1,3,4.83,0.567
1,2,1,36.86,2.204
1,2,2,57.21,1.79
1,2,1,44.98,2.223
1,1,1,59.37,1.054
3,1,2,24.52,16.733
1,3,2,1.35,0.585
1,1,2,19.38,0.473
2,3,5,20.98,3.542
2,1,1,58.08,6.105
1,3,1,36.1,1.009
2,1,2,18.82,4.138
3,3,3,13.11,18.474
1,3,1,38.72,1.042
1,1,1,40.29,0.747
2,1,3,33.28,3.536
2,3,2,20.84,4.614
3,2,4,9.4,19.812
1,2,1,43.84,3.131
3,1,1,41.3,16.391
1,3,2,11.06,0.827
2,2,1,19.89,5.767
2,1,2,63.36,4.608
1,1,1,25.97,0.648
1,1,2,7.71,0.618
1,3,4,41.39,0.585
2,3,4,6.55,2.346
1,1,1,4.86,0.411
2,1,1,27.2,4.812
1,1,4,51.56,0.744
1,1,2,25.54,0.782
1,3,2,42.92,0.74
3,2,3,20.22,24.396
1,1,1,7.19,0.687
1,1,2,58.63,1.104
1,1,4,55.92,0.621
3,2,2,23.68,21.33
2,1,3,16.76,2.848
1,1,4,27.07,0.447
1,3,1,22.68,0.857
1,2,4,33.22,0.694
1,3,1,57.01,1.346
2,1,4,58.4,5.813
1,1,1,20.1,0.841
1,3,1,17.35,0.91
2,3,3,37.86,4.636
1,2,4,8.37,0.552
1,2,3,40.18,2.097
1,1,3,21.21,0.913
1,2,5,70.03,0.944
2,1,2,1.09,2.703
1,1,4,43.89,0.653
1,2,1,32.83,1.573
1,1,1,28.07,0.625
2,1,1,36.61,4.24
1,1,4,22.26,0.515
1,1,1,51.54,0.719
1,3,1,15.56,0.806
1,3,1,33.48,1.307
1,1,1,27.05,0.994
1,1,2,71.26,1.693
2,3,1,54.28,8.767
1,1,4,42.51,0.538
2,2,4,57.05,6.128
1,1,2,2.35,0.595
1,2,1,15.59,0.99
1,1,4,14.66,0.413
1,2,2,24.37,1.149
2,2,1,41.3,12.217
2,1,1,60.71,12.139
2,1,1,8.77,5.022
1,2,2,10.87,0.806
2,3,2,17.8,5.5
1,1,3,29.45,0.608
1,1,2,23.57,0.537
1,2,1,2.21,1.105
1,1,2,37.23,0.485
2,3,3,8.31,3.259
2,3,1,11.4,5.146
1,1,1,5.95,0.509
1,2,3,58.03,1.197
2,2,2,44.28,6.643
3,1,1,22.34,25.036
2,2,2,43.1,3.559
1,1,2,35.91,0.835
1,1,1,41.02,0.95
2,2,3,24.74,5.643
1,2,2,35.99,0.681
3,2,1,55.86,36.46
3,1,4,14.31,9.191
3,2,2,33.5,19.056
1,1,5,11.81,0.547
2,2,1,10.84,6.877
2,1,2,36.75,4.735
1,2,2,20.68,1.322
1,1,4,35.73,0.328
1,1,3,24.28,0.357
1,1,2,9.21,0.74
3,2,3,59.3,26.189
2,1,1,12.35,3.603
1,1,3,25.09,0.414
1,1,2,47.87,0.641
1,2,1,24.48,1.237
1,3,1,31.5,0.705
1,3,1,32.44,0.513
2,3,1,20.52,4.542
2,3,1,40.97,11.76
2,1,1,36.88,4.954
2,1,2,31.28,2.387
1,1,2,37.01,0.592
2,1,1,5.65,3.121
1,3,2,11.0,0.762
1,3,1,18.59,0.703
1,2,2,37.14,1.85
1,3,4,38.83,0.583
1,2,3,64.94,1.886
1,1,2,17.7,0.904
1,1,2,26.3,0.603
3,3,1,18.58,35.801
1,2,2,4.87,1.131
1,1,1,18.71,0.595
3,1,2,31.2,14.818
1,2,5,23.77,0.581
1,3,3,2.55,0.472
3,2,2,8.12,11.076
1,3,3,61.97,0.892
1,1,3,22.46,0.308
1,3,2,64.83,1.035
1,2,4,33.88,1.277
2,2,2,38.68,5.762
1,3,3,32.97,1.221
2,3,1,49.99,5.364
2,1,2,26.48,4.019
3,3,1,30.66,22.483
1,2,1,57.12,1.748
1,1,2,29.33,0.972
3,2,4,52.17,60.349
2,1,3,6.63,2.285
1,2,1,20.89,0.935
1,1,1,43.32,0.877
2,1,1,11.12,3.545
1,1,1,12.44,0.757
1,2,1,39.78,1.573
2,1,1,30.08,2.923
1,2,1,30.33,2.362
1,2,1,29.31,1.045
2,1,1,11.83,3.159
2,1,4,3.59,2.704
1,1,5,48.79,0.374
2,3,3,17.09,3.351
1,3,1,20.78,1.038
1,1,1,27.57,0.768
3,1,2,44.08,22.111
1,2,3,1.54,0.853
1,1,2,41.78,0.839
2,1,3,35.88,2.484
1,1,2,6.78,0.4
1,2,5,8.01,0.544
2,1,3,47.6,3.693
1,3,1,31.42,1.151
2,1,1,5.36,4.245
1,1,2,9.23,0.822
1,3,1,25.25,0.623
2,1,2,41.41,2.8
1,1,2,20.49,0.54
2,1,2,47.87,4.692
3,2,4,42.18,24.085
2,2,1,41.71,9.685
1,2,4,11.08,0.839
1,1,1,22.77,0.836
2,1,4,5.56,1.557
1,1,1,59.76,1.23
2,1,2,23.93,3.269
2,1,4,45.95,3.241
1,2,1,15.33,1.191
1,2,3,45.33,2.117
2,2,2,19.38,5.452
1,2,2,22.92,0.829
1,2,2,14.86,0.809
1,1,1,44.23,0.761
2,2,2,42.68,4.935
1,1,1,26.08,1.138
1,2,3,19.42,1.367
2,1,2,37.47,3.066
2,2,1,38.18,8.418
3,3,1,32.62,21.866
1,1,2,34.63,0.652
2,1,1,52.33,4.151
2,3,2,64.34,9.161
2,1,5,5.45,1.688
1,1,1,11.55,0.602
1,1,2,53.99,0.822
1,1,4,27.69,0.635
1,2,4,21.73,0.654
1,3,1,24.64,0.787
3,2,3,3.94,18.771
1,2,1,17.09,1.447
3,2,3,17.57,33.418
1,3,1,15.35,0.736
2,1,1,13.3,4.642
1,2,2,23.32,1.505
2,1,1,40.45,3.149
1,1,2,30.54,0.705
3,2,1,27.49,23.297
1,2,5,46.37,0.812
1,3,2,17.95,0.547
3,1,2,11.85,12.668
1,1,1,17.76,0.632
2,1,5,22.55,1.463
1,1,2,40.74,0.856
1,1,1,13.18,0.862
1,2,2,11.16,1.178
1,2,1,31.07,0.949
1,1,1,31.1,1.062
1,1,1,63.12,1.352
2,1,2,9.59,2.405
3,2,1,37.7,33.465
1,1,3,17.21,0.705
1,1,1,48.98,0.969
1,1,1,48.87,0.811
2,1,1,71.85,7.153
1,1,2,41.06,0.5
2,3,1,49.22,4.874
1,1,1,37.85,0.983
2,1,1,22.2,3.326
2,1,5,38.79,2.003
1,1,1,10.42,0.651
1,3,1,3.22,0.985
1,2,2,35.11,2.691
1,1,2,43.45,0.319
1,2,1,51.38,1.788
2,1,4,32.81,2.279
1,1,2,31.53,0.951
1,1,2,44.49,0.765
1,3,2,22.94,0.706
1,2,3,35.95,1.016
3,1,1,2.13,20.828
1,2,4,4.18,0.524
1,1,1,27.74,0.778
1,1,2,21.75,0.676
3,1,1,20.7,24.849
2,1,2,23.46,2.23
1,1,3,62.69,0.783
2,3,2,49.48,6.56
2,1,1,62.69,5.446
2,1,3,73.68,3.189
1,1,4,16.21,0.545
2,1,1,20.98,3.464
1,1,1,17.71,0.548
1,1,2,13.53,0.456
1,1,3,37.01,0.684
1,1,1,50.62,0.661
1,1,1,18.09,0.745
1,2,2,22.75,2.382
2,3,3,27.55,2.621
2,1,1,22.93,5.41
1,2,2,19.74,1.48
1,2,3,13.51,0.801
2,2,1,13.58,5.519
1,2,1,12.38,1.057
1,2,1,9.06,1.272
2,3,3,47.0,4.813
1,1,2,49.17,0.766
1,1,3,49.37,0.602
2,2,2,16.69,4.482
2,3,1,36.2,6.657
1,1,2,59.93,0.749
2,3,1,56.1,5.804
3,2,2,9.38,29.653
1,2,5,10.0,0.578
2,3,2,44.72,4.184
1,2,2,51.22,1.417
1,2,1,41.01,2.699
1,2,2,33.5,0.931
1,1,3,34.83,0.857
1,3,3,56.36,0.902
2,3,5,2.69,2.459
1,2,5,33.26,0.643
2,1,2,27.08,4.051
1,1,4,55.37,0.455
2,1,3,27.14,2.222
1,1,2,42.53,0.637
1,2,1,24.86,1.376
2,3,5,11.61,2.313
2,2,5,24.91,2.176
1,1,2,11.48,0.457
1,3,1,65.53,3.209
1,3,1,30.17,0.974
1,2,1,15.67,0.736
1,1,3,18.01,0.603
2,2,2,11.97,5.31
1,1,2,15.99,0.64
1,1,1,51.03,1.203
2,2,2,12.35,4.184
3,2,3,73.93,60.961
1,1,4,4.26,0.513
1,3,2,65.01,1.348
1,3,1,16.7,1.172
2,2,1,15.67,3.975
1,1,4,49.01,0.788
1,1,4,15.26,0.336
1,2,1,23.0,0.708
2,3,1,15.39,3.178
1,2,2,43.88,0.806
2,1,3,15.65,3.606
1,1,3,24.81,0.444
1,1,1,6.22,0.716
1,2,5,16.82,0.564
1,1,2,5.71,0.821
1,1,2,28.17,0.558
1,2,1,42.68,1.722
1,3,1,19.45,0.724
1,1,1,56.7,1.425
1,1,1,26.54,0.684
1,2,4,13.97,0.889
1,3,3,29.09,0.483
1,1,5,12.89,0.394
2,1,2,19.82,3.077
3,2,1,26.0,19.901
2,1,2,25.11,1.825
1,3,2,8.06,1.007
3,2,4,5.66,20.411
3,1,2,44.04,22.322
1,3,1,25.3,1.393
1,2,3,26.67,1.247
2,1,3,1.7,3.281
3,1,2,9.07,10.801
2,2,1,39.1,7.521
2,3,2,35.46,9.774
2,1,3,27.24,3.312
3,1,1,15.01,7.782
1,3,3,12.15,0.693
1,1,1,18.98,0.586
2,1,1,7.12,2.667
1,1,1,5.1,0.836
1,2,1,8.78,1.058
1,2,1,46.54,1.846
1,1,3,75.78,0.935
1,1,2,33.29,0.743
1,2,1,42.43,1.926
1,2,3,33.53,1.178
1,1,2,40.02,0.674
1,1,2,7.9,0.619
3,2,3,32.64,45.027
1,1,1,15.14,0.83
3,1,2,28.98,14.413
1,3,1,12.09,0.668
1,3,1,24.13,0.579
2,1,1,8.87,2.273
2,3,4,29.96,1.987
1,2,1,24.06,0.832
2,3,3,14.22,3.671
2,3,3,18.04,4.318
1,2,1,14.97,1.067
1,1,1,39.09,0.855
1,1,1,33.17,0.951
1,2,1,12.33,1.358
2,1,4,17.25,2.454
1,2,1,31.93,1.839
2,1,2,26.66,3.743
2,3,1,9.66,3.499
3,3,2,10.75,19.361
1,1,1,48.0,1.745
1,2,1,35.5,1.341
1,3,1,44.64,1.477
2,2,4,34.88,8.091
1,3,2,23.63,0.707
2,2,1,76.23,8.855
1,1,3,40.86,0.655
1,1,3,46.34,0.605
2,1,2,34.91,3.559
2,1,5,31.59,1.452
1,2,1,31.07,0.984
2,2,3,21.67,4.594
1,1,3,31.97,0.514
2,1,2,6.06,4.071
1,1,2,27.24,0.531
1,1,1,22.78,0.631
1,2,1,32.81,1.59
1,1,2,17.68,1.149
2,3,4,30.29,2.997
1,3,1,35.14,1.368
1,2,2,74.05,2.127
1,2,1,41.54,1.05
1,3,1,48.65,0.978
2,1,1,50.15,4.518
1,1,5,21.99,0.581
2,1,1,32.11,4.867
2,1,1,19.44,4.131
1,1,1,43.64,0.783
2,2,2,13.51,4.606
1,1,2,46.49,0.621
1,1,1,37.1,1.016
1,1,1,16.03,0.853
1,1,1,61.64,1.715
1,2,1,42.92,1.062
1,1,3,20.51,0.428
2,1,3,29.07,4.99
1,1,1,41.27,1.077
3,2,2,25.13,36.313
1,1,1,45.71,0.888
2,2,1,73.26,19.409
1,3,2,23.4,0.728
1,1,3,2.21,0.57
1,1,1,18.26,0.66
3,2,1,27.79,30.662
3,1,1,14.7,16.047
1,3,1,34.89,0.544
2,2,2,35.56,4.477
2,1,3,22.7,3.61
1,1,1,38.74,1.001
1,2,3,16.58,1.063
2,2,5,15.5,2.359
2,1,1,58.16,4.822
1,2,2,51.17,2.335
1,1,1,16.42,0.475
1,3,2,7.89,0.642
3,3,4,16.88,9.532
1,1,4,37.12,0.634
1,1,2,39.03,0.602
1,1,3,18.49,0.709
2,3,2,64.46,7.902
2,1,3,39.83,3.657
1,1,4,52.22,0.797
1,2,3,12.28,1.293
2,1,1,39.94,5.142
1,1,1,38.62,1.165
1,2,3,21.97,0.822
3,2,1,22.79,25.19
1,2,2,21.93,0.752
1,1,2,1.48,0.64
1,2,3,39.95,1.036
2,2,3,13.41,4.465
2,1,1,29.92,3.747
1,3,2,16.11,0.865
2,1,3,34.97,2.584
3,1,1,48.7,25.992
2,3,2,27.58,3.015
1,1,2,14.66,0.783
1,3,1,34.87,0.542
2,1,1,44.31,3.225
1,1,1,36.25,0.976
1,1,3,7.39,0.572
1,1,1,26.76,0.851
2,3,2,9.85,2.81
1,3,2,17.31,0.373
1,2,1,54.67,3.082
2,1,2,28.66,3.266
1,1,1,9.91,0.751
1,1,1,17.78,0.545
1,1,1,27.32,0.719
1,1,2,5.59,0.408
3,1,2,41.06,16.716
1,1,1,24.7,0.888
2,2,1,44.1,4.183
1,1,1,18.13,1.156
1,1,1,43.82,0.587
1,1,1,45.58,0.76
1,2,1,47.32,1.531
1,2,2,26.85,2.043
1,1,4,71.67,0.895
3,3,1,13.16,23.798
1,2,3,24.74,0.724
3,1,1,32.46,15.798
1,1,1,64.64,1.326
1,3,2,43.73,0.578
1,1,1,24.32,0.515
1,1,2,30.52,0.57
1,2,1,24.74,1.45
1,1,3,24.87,0.54
1,2,2,4.47,1.198
2,2,3,2.32,3.75
1,3,1,52.5,2.063
3,2,1,59.9,65.199
1,2,3,10.74,0.838
1,1,2,9.51,0.519
1,3,2,20.15,0.695
1,1,2,17.39,0.476
2,1,2,48.53,3.622
2,3,2,61.64,6.845
1,3,1,35.45,1.102
1,2,4,23.45,1.028
2,1,3,21.12,2.789
1,1,1,62.45,0.772
1,2,1,23.45,1.215
1,1,3,36.01,0.753
1,1,2,46.64,1.502
1,1,4,67.46,0.882
1,3,2,20.34,0.779
2,3,1,10.28,4.124
1,3,1,12.73,0.908
3,2,2,20.33,21.514
2,1,2,46.23,5.574
1,1,4,5.4,0.449
1,1,3,8.55,0.834
1,1,4,30.61,0.483
2,2,3,42.09,7.747
1,1,2,46.7,0.724
3,3,2,12.97,19.558
1,1,2,32.35,0.798
2,1,2,16.91,4.643
1,2,3,8.9,0.832
1,2,1,29.61,1.192
2,1,4,6.81,2.146
2,2,2,39.13,3.978
